song,artist,comment,label,jjim,rating,date
너를 만나,폴킴,드럽게 평범하네 노래도 음색도 ,1,"15,494",3.7, 2018-10-30
너를 만나,폴킴,누구신데요?저 이런 가수 몰라요 ,1,"15,494",3.7, 2018-12-12
너를 만나,폴킴,사재기 그만해라 ,1,"15,494",3.7, 2018-11-16
너를 만나,폴킴,솔직히 사재기지 ,1,"15,494",3.7, 2018-11-08
너를 만나,폴킴,아이유 바이브 12시에 다떨어졌는데혼자 새벽1시에 2위 유지..뭐하자는건지도 모르겠네요 대놓고 쓰겠다는건가..도둑질 놔두면 합법인줄 안다더니 딱 맞네요 ,1,"15,494",3.7, 2018-11-03
너를 만나,폴킴,말도ㅜ안돼이런 신인이 대중 뮤지션 아이유 선배 노래삐삐를 제치고 1위를 하다니???이거 날로 숀 냄새가 나는데??? ,1,"15,494",3.7, 2018-11-01
너를 만나,폴킴,얘는진짜 멜론에서 너므심하구 티나게 밀어주는듯 ,1,"15,494",3.7, 2018-10-30
너를 만나,폴킴,이해안돼 왜 올라가는지. ,1,"15,494",3.7, 2018-12-06
너를 만나,폴킴,내 취향아님 ,1,"15,494",3.7, 2018-12-06
너를 만나,폴킴,이건 의심안할래야 안할수가 없다 새벽 시간에 상승하는 발라드는 그분들 빼고는 세상 듣도보도 못했다 ,1,"15,494",3.7, 2018-11-09
너를 만나,폴킴,이 노래가 1위인 이유좀... ,1,"15,494",3.7, 2018-11-02
너를 만나,폴킴,진짜 심하다... 모든 날 모든순간도 home표절곡이더만 이것도?잠시라도 노래좋다고 생각한 내가한심하다 재생 다운로드 곡명 all of my life 아티스트명 박원 박원 앨범명 0M ,1,"15,494",3.7, 2018-11-01
너를 만나,폴킴,전혀 모르겠다...;;; ,1,"15,494",3.7, 2018-10-31
너를 만나,폴킴,이것봐요 2~5위분 그래프 다 내려가는데 이분만 올라감? 장난 히시나? 처음부터 냄새 난다 했다 이건 어떡해 설명할꺼임? ,1,"15,494",3.7, 2018-11-12
너를 만나,폴킴,얘는 왜 버팀? ,1,"15,494",3.7, 2018-11-12
너를 만나,폴킴,사재기로 인가1위까지... 대단 ,1,"15,494",3.7, 2018-11-11
너를 만나,폴킴,? 이 시간에 다른가수들 다 떨어지는데 혼자만 오른다고? 진짜 어의없네 진심으로 수상함 ,1,"15,494",3.7, 2018-11-09
너를 만나,폴킴,노래 구린데 왜 1위지? ,1,"15,494",3.7, 2018-10-31
멜로가 체질 OST Part 3,장범준,역대급 별오인2위 ,1,"16,179",4, 2018-11-05
멜로가 체질 OST Part 3,장범준,별오야 ,1,"16,179",4, 2018-11-15
멜로가 체질 OST Part 3,장범준,"와,,진짜 어이없네 ",1,"16,179",4, 2018-12-04
너를 만나,폴킴,이 노래를 처음 들었던 날부터 나한테 당신은 갓킴... 재생 다운로드 곡명 비 아티스트명 폴킴 폴킴 앨범명 비 ,0,"15,494",3.7, 2018-10-29
너를 만나,폴킴,폴킴 만큼은 주작이다 뭐다 개소리 안했으면... ,0,"15,494",3.7, 2018-10-30
너를 만나,폴킴,폴킴-비 부터 시작해서 많은 명곡들 있는데 Her잘 모르는데 리얼 명곡 재생 다운로드 곡명 Her 아티스트명 폴킴 폴킴 앨범명 The 2nd Mini Album 'Her' ,0,"15,494",3.7, 2018-10-29
너를 만나,폴킴,리메즈 사재기 논란 때문에 제일 피해 본 가수... ㅠㅠ 응 현실은 콘서트 매진~ ^^ ,0,"15,494",3.7, 2018-10-29
너를 만나,폴킴,닐로 이런애들은 갑툭튀해서 1위해서 논란있었지만 폴킴은 꾸준히 차트인했던 가수에요.. 콘서트 매진돼서 지금 표 못사서 속상한데 사재기가 웬말...ㅎㅎ 그리고 가창력 불만있으면 듣지마요 폴킴 음색이고 매력임 ,0,"15,494",3.7, 2018-10-30
너를 만나,폴킴,진짜 믿듣 그자체네 이제 재생 다운로드 곡명 있잖아 아티스트명 폴킴 폴킴 앨범명 연애플레이리스트2 OST Part.2 ,0,"15,494",3.7, 2018-10-29
너를 만나,폴킴,폴킴 개띵곡 많지!! 굿. 재생 다운로드 곡명 사랑은 타이밍 아티스트명 폴킴 폴킴 앨범명 정규 1집 Part.2 '터널' ,0,"15,494",3.7, 2018-10-29
너를 만나,폴킴,아니 전국투어 콘서트도 티켓열리자마자 전석매진됐는데 어떻게 사재기라 생각하지? ,0,"15,494",3.7, 2018-10-29
너를 만나,폴킴,폴킴이 사재기라는건 좀 아니지..폴킴노래 한번도 안들어본 나도 이름은안다노래좀 다양하게들어맨날 아이돌노래만 쳐들으니깐음악장르에대해서 아는게없지 ,0,"15,494",3.7, 2018-10-31
너를 만나,폴킴,폴킴 소속사 대표님이 올리셨다 지운 sns 글 보면 폴킴이 사재기라는 말 절대 할 수 없을 겁니다. 사재기 한 사람들 때문에 의심 받는 상황이 너무 안타까워요. 늘 좋은 노래 들려주시기를! 언제나 응원해요 ,0,"15,494",3.7, 2018-10-29
너를 만나,폴킴,전에는 폴킴 양다일 같은 가수들이 실력에 비해 많이 주목 못받았는데 지금은 정주행하네 ㅠㅠㅠㅠㅠㅠㅠㅠ 너무 좋다ㅠㅠㅠㅠㅠ ,0,"15,494",3.7, 2018-10-29
너를 만나,폴킴,폴킴이 뜨기전에 노래 들었던 사람들은다 공감 할거임폴킴은 분명히 뜰거라고.기분좋다 ㅋㅋㅋ ,0,"15,494",3.7, 2018-10-30
너를 만나,폴킴,이거 1위한다 내가 예언한다 ,0,"15,494",3.7, 2018-10-29
너를 만나,폴킴,폴킴은 비시절부터 겁나 유명했는데 뭔 사재기의심이에요 ㅋㅋㅋ 사재기란 말 나오는것부터 웃기네.. ,0,"15,494",3.7, 2018-10-29
너를 만나,폴킴,사재기 이별노래와는 차원이 틀리다 명곡이다 ,0,"15,494",3.7, 2019-11-26
너를 만나,폴킴,사재기드립치지마라 노래듣고말해 폴킴노래 했던거 보고 말해 제발... 난 폴킴노래 나오기만 기다리던사람인데 ,0,"15,494",3.7, 2018-10-29
너를 만나,폴킴,드디어 일위하는구나... 진짜 그동안애매하게 못했는데 ㅠㅠ ,0,"15,494",3.7, 2018-10-30
너를 만나,폴킴,이런노래가 차트를 먹어야지;;아이돌노래 토악질 나오네 ,0,"15,494",3.7, 2018-11-06
너를 만나,폴킴,11월 노래가 연간이 6위면 진짜 레전드임.... ,0,"15,494",3.7, 2020-02-14
너를 만나,폴킴,항상 비투비 컴백할때마다 막강한 라이벌이지만 폴킴님 노래 너무 좋아요 ㅠㅠㅠㅠ 아직도 모든 날 모든 순간 앓이중인 멜로디입니다 i _ i ,0,"15,494",3.7, 2018-11-20
너를 만나,폴킴,노래 정말좋아요ㅜㅜㅜㅜ 모든날모든순간도 비투비서은광이 불렀을때 너무좋아서 백번만번들었었어요! ,0,"15,494",3.7, 2018-11-17
너를 만나,폴킴,리메즈 놈들 때문에 제일 손해 본 가수괜히 욕 먹고 평테 당하고 ,0,"15,494",3.7, 2018-10-29
너를 만나,폴킴,폴킴이사재기라니...;;얼탱이없네. 모든날모든순간도 아직 9위다. ,0,"15,494",3.7, 2018-10-30
너를 만나,폴킴,아니 장닐숀이랑 폴킴을 왜 비교해... 폴킴이 여기까지 올라오는데 얼마나 걸렸는데; ,0,"15,494",3.7, 2018-10-30
너를 만나,폴킴,사재기 최대 피해자-폴킴 로이킴 양다일 노력해서 인지도 쌓고 올렸는데 머가리에 든거 없는 사람들이사재기했네~~이 죠랄.. ,0,"15,494",3.7, 2018-11-01
너를 만나,폴킴,무슨 차트에 있기만하면 사재기타령이야? 댓글창 없애버려야함!!!! ,0,"15,494",3.7, 2020-01-31
너를 만나,폴킴,이게 진짜 숨겨진 띵곡인데... 재생 다운로드 곡명 사랑 알 수 없나봐 아티스트명 폴킴 폴킴 앨범명 WHY : 당신이 연인에게 차인 진짜 이유 OST - Part.3 ,0,"15,494",3.7, 2020-01-10
너를 만나,폴킴,아니 왜 이노래가 1등 아닌겨 ㅋㅋㅋㅋㅋㅋㅋㅋ ,0,"15,494",3.7, 2018-11-05
너를 만나,폴킴,곡소개 너무 좋다지금 옆에 있는 누군가가 지금까지 기다려온 완벽한 사랑이길 .. ,0,"15,494",3.7, 2019-02-06
너를 만나,폴킴,??? 이 노래 사재기라는 사람은 무슨 막귀를 가지신거.. 병원 한 번 가 보셔야 할 거 같아요ㅠ 이건 진심어린 걱정입니다 진짜 걱정돼요;; 아님 아예 들어본 적도 없는데 막말 적는건가? 아 손이 문제였구나. ,0,"15,494",3.7, 2018-11-17
너를 만나,폴킴,이름빨로 차트 장악하는 x이돌노래보다 훨씬좋네 ,0,"15,494",3.7, 2018-11-12
너를 만나,폴킴,신곡도 정말 좋지만 편지는 진짜 인생곡 재생 다운로드 곡명 편지 아티스트명 폴킴 폴킴 앨범명 The 1st Mini Album 'Song Diary' ,0,"15,494",3.7, 2018-11-01
너를 만나,폴킴,닐로랑 숀 저격했던 폴킴이 이젠 같은취급받네.. 폴킴님 말도안되는소리 지껄이는애들 무시하세여 노래 짱 좋음! ,0,"15,494",3.7, 2018-10-31
너를 만나,폴킴,폴킴은 어떻게 이런 명곡을 만들어냈을까진짜 너무 대단하다 ,0,"15,494",3.7, 2020-10-22
너를 만나,폴킴,축가로 엄청 많이 불리더라고요~ 앞으로도 단골 결혼 축가될 듯하네요 ,0,"15,494",3.7, 2018-11-04
너를 만나,폴킴,폴킴 노래 다 좋은데 뭘 사재기임 ??폴킴이 듣보도 아니고 ;; ,0,"15,494",3.7, 2018-10-31
너를 만나,폴킴,요즘 차트1위는 아이돌 아니면 사재기 의심 받는 더러운 세상이 되버렸네.. 진짜 의식수준 좀 뜯어고쳐야된다 ,0,"15,494",3.7, 2018-10-30
너를 만나,폴킴,원래 인기 많은 곡인데 프듀 덕에 떡상했다는건 무슨 논리인지..ㅋㅋ ,0,"15,494",3.7, 2019-06-16
너를 만나,폴킴,폴킴 최고 진짜 요즘 폴킴 급 믿듣가수 없음 ,0,"15,494",3.7, 2019-01-31
너를 만나,폴킴,노래 쌉좋은데 왜그러지 ,0,"15,494",3.7, 2018-12-10
너를 만나,폴킴,모든 날 모든 순간 좋아서 이것도 들어봤는데 조음 ,0,"15,494",3.7, 2018-11-17
너를 만나,폴킴,"팩트는 아무리 들어도 질리지 않음 재생 다운로드 곡명 모든 날, 모든 순간 (Every day, Every Moment) 아티스트명 폴킴 폴킴 앨범명 '키스 먼저 할까요?' OST Part.3 ",0,"15,494",3.7, 2018-11-22
너를 만나,폴킴,진짜 목소리 너무 좋아ㅠㅜ ,0,"15,494",3.7, 2018-11-16
너를 만나,폴킴,1년을 들어도 안질리는 곡 ,0,"15,494",3.7, 2019-11-24
너를 만나,폴킴,폴킴은 뜰줄 알고잇엇지 ,0,"15,494",3.7, 2018-10-31
너를 만나,폴킴,"와 누가 폴킴 사재기래;; 최소 비, 모든 날 모든 순간 안 들어본 사람;; 재생 다운로드 곡명 비 아티스트명 폴킴 폴킴 앨범명 비 ",0,"15,494",3.7, 2018-10-30
너를 만나,폴킴,폴킴 1위 축하드립니다. 음원 성적을 보면 당연한 결과였어요!! ,0,"15,494",3.7, 2018-11-11
너를 만나,폴킴,아이돌판에서 유일하게 노래같은곡.. ,0,"15,494",3.7, 2018-11-09
너를 만나,폴킴,개웃기네ㅋㅎ 폴킴이 사재기라니 히트곡이 얼마나 많은데 대중빨도 노래가 좋으니까 되는거임 폴킴이 곧 장르다 ,0,"15,494",3.7, 2018-11-08
너를 만나,폴킴,지금 순위에서 정상적인 순위는 이 노래 밖에 없다 ,0,"15,494",3.7, 2018-11-06
너를 만나,폴킴,지금 처음들었는데 미쳤네 진짜 폴김감성 누가따라오니 ..엉엉 ,0,"15,494",3.7, 2018-11-04
너를 만나,폴킴,평점내려간거 좀 그렇다ㅜㅜ 노래개좋은데 ,0,"15,494",3.7, 2018-11-03
너를 만나,폴킴,별점 왜이래요? ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ폴킴 건들지마ㅜㅠㅠ ,0,"15,494",3.7, 2020-01-14
너를 만나,폴킴,태연 폴킴 비긴어게인 미쳤어요.. 믿고듣는 보컬 두명.. 믿고 보겠네요 ,0,"15,494",3.7, 2019-06-23
너를 만나,폴킴,진심 이노래 결혼식날 내 와이프한테 불러줘야지 ,0,"15,494",3.7, 2019-04-03
너를 만나,폴킴,가사 개슬프고 노래 진짜 좋은데 평점이 왜 이렇게 낮지 뭐임 ,0,"15,494",3.7, 2019-02-09
너를 만나,폴킴,이별이아닌 고백송임에도 슬프게하는 감성적인 힐링곡 폴킴노래는 안좋은노래가 없네요 ,0,"15,494",3.7, 2018-12-03
너를 만나,폴킴,폴킴 예전부터 노래 좋았는데 무슨 주작이야... 너를만나야 1위찍어.. 그래야 덜 억울하겠다 ,0,"15,494",3.7, 2018-11-25
너를 만나,폴킴,이거 아니야 이거 아니야 폴킴 1위 가자 ,0,"15,494",3.7, 2018-11-21
너를 만나,폴킴,이건 명반 붙어줘야지~! ,0,"15,494",3.7, 2020-02-06
너를 만나,폴킴,평점은 왜 5점까지밖에 없죠? 5848483838373727점 드리고 싶네요 ,0,"15,494",3.7, 2018-11-15
너를 만나,폴킴,폴킴도 이제 음원강자네역주행보다는 정주행이 많아지겠다 ,0,"15,494",3.7, 2018-11-11
너를 만나,폴킴,착한 참교욱 ㅇㅈ합니다 이댜로 유지해주세요 ,0,"15,494",3.7, 2018-11-06
너를 만나,폴킴,이런게 진짜 실력으로 올라온거지남돌 기계스밍을 대중픽으로 눌렀다 ㄹㅇ 대단.. ,0,"15,494",3.7, 2018-11-05
너를 만나,폴킴,폴킴님 노래 너무 좋습니다ㅜㅠㅠ별점 5개랑 좋아요 누르고 가요! ,0,"15,494",3.7, 2018-11-04
너를 만나,폴킴,근데 노래 ㄹㅇ 좋긴함 ,0,"15,494",3.7, 2018-11-04
너를 만나,폴킴,진짜 엑팬인데..폴킴 노래 너무 좋아요어그로들 너무 신경쓰지 마시구 싸우지 마세요ㅜㅜ ,0,"15,494",3.7, 2018-11-03
너를 만나,폴킴,폴킴 너가있어서 더러운차트순위에 한줄기에 빛이있는느낌이다 ,0,"15,494",3.7, 2018-11-03
너를 만나,폴킴,엄청난 대중픽이네요 좋은 노래 잘 듣고 갑니다~ ,0,"15,494",3.7, 2018-11-03
너를 만나,폴킴,갓폴킴은 사재기 아니니까 그만들 하시고다들 이노래 들으면서 자요~ 재생 다운로드 곡명 오늘 밤 아티스트명 폴킴 폴킴 앨범명 정규 1집 Part.2 '터널' ,0,"15,494",3.7, 2018-10-31
너를 만나,폴킴,이젠 1등만해도 사재기 취급당하는데 무서워서 1등 하겠나 ㅋㅋㅋ ,0,"15,494",3.7, 2018-10-30
너를 만나,폴킴,3년 연속 연간차트 인 할 거 같다! ㄷㄷ ,0,"15,494",3.7, 2020-01-08
너를 만나,폴킴,노래 좋기만 한데 요새 하여튼 지들 가수 1위 못하면 사재기라고 그러네 ,0,"15,494",3.7, 2018-12-06
너를 만나,폴킴,이게 맞는거지 주간 1위한 진짜 1위곡 ㅊㅋ 재생 다운로드 곡명 너를 만나 아티스트명 폴킴 폴킴 앨범명 너를 만나 ,0,"15,494",3.7, 2018-11-11
너를 만나,폴킴,폴킴이 사재기라니ㅋㅋ말이야방귀야 제발 말함부로하지말고 폴킴 노래 아무거나 하나라도 듣고와요...듣고오면 왜 위에있는지 알게될꺼임 아이돌만 위에있으란법있나 솔로가수가 위에있음 죄다사재기임?? 상대봐가면서 그런말좀 했으면·ㅁ· ,0,"15,494",3.7, 2018-11-09
너를 만나,폴킴,폴킴이 왜 사재기 ; 폴킴은 ㄹㅇ 노래좋아서 그런거임 ,0,"15,494",3.7, 2018-11-04
너를 만나,폴킴,제발 폴킴 정의구현 ㅠㅠ 저거 줄세우기 너무 보기싫음 ,0,"15,494",3.7, 2018-11-03
너를 만나,폴킴,폴킴 대단허네~~ 뭔 사재기여 ㅋㅋ 그 김비서 노래도 폴킴이 해서 떴고만 사재기아님ㅋㅋ ,0,"15,494",3.7, 2018-10-31
너를 만나,폴킴,"사재기라고 하는 분들 지금 차트 9위곡 뭔지, 저 노래 언제나온 곡인지, 음원 차트에서 얼마 동안 1위 한 곡인지 보고와주시길.... 그동안 꾸준히 작업해서 성과내는 가수가 사재기 소리 듣는거 보니 넘 맘 아프네요 ",0,"15,494",3.7, 2018-10-30
너를 만나,폴킴,인생노래 ,0,"15,494",3.7, 2019-11-22
너를 만나,폴킴,나온지 1년된거 맞나 와.. ,0,"15,494",3.7, 2019-10-16
너를 만나,폴킴,너무 뒤 늦게 빠진 곡... ,0,"15,494",3.7, 2019-08-30
너를 만나,폴킴,치열한 아이돌 차트 전쟁에서 살아남는 대단한 목소리~ ,0,"15,494",3.7, 2018-11-23
너를 만나,폴킴,평테에 사재기의심에.. 노래 자체의 멜로디나 가사 하나하나 새겨 듣다 보면 정말 좋은 노래임이 틀림 없는데.. 아이돌팬분들 도가 지나치신 것 같아요! ,0,"15,494",3.7, 2018-11-05
너를 만나,폴킴,역시 폴킴도 피해자네 평테의 주범은 역시 ㅋㅋㅋ 아이유는 큰 팬층 덕분에 버텼다지만 나머진 1위나 조금만 거슬려도 평점이 마법처럼 쭉쭉 내려감 ,0,"15,494",3.7, 2018-11-05
너를 만나,폴킴,폴킴님 노래 항상 다 좋았는데 이번 노래 너무 좋아요 ㅠㅠ 많이 듣고있습니다 !! ❤️ ,0,"15,494",3.7, 2018-11-03
너를 만나,폴킴,아니 폴킴 노래 좋다는데 왜 비추가̆̈ 많이̊̈ 박힘? ,0,"15,494",3.7, 2018-11-03
너를 만나,폴킴,감정과잉과 기계적인 발성이 아닌 대화를 나누는듯하면서도 가사 한마디 한마디 읊조리며 가슴에 새기는 폴킴의 서정적인 음색이 마음을 울린다 ,0,"15,494",3.7, 2018-10-31
너를 만나,폴킴,폴킴 이번 노래 들어보진않았는데 사재기급 가수는 아니지 드라마ost로 잘 모르는 사람한테도 인지도 미친듯이 알렸는데 ㅋㅋ 타이밍도 잘잡았다고 생각함 다른거 슬슬 물빠질때 잘 치고들어옴 ,0,"15,494",3.7, 2018-10-31
너를 만나,폴킴,"노래 진심 좋음,, 진짜로 폴킴 노래는 연플리 노래부터 너무 좋았응 ",0,"15,494",3.7, 2018-10-31
너를 만나,폴킴,이제야 차트가 진짜 결과를 내놓네얼마만에 이런 좋은 노래를 듣는건지...멜로디 가사 목소리 그냥 다 완벽하다... 크 ,0,"15,494",3.7, 2018-10-30
너를 만나,폴킴,폴킴 사재기라고 하는거 개화난다 ㅋㅋㅋㅋ이제야 떠ㅓ서 정말 감사한데 ㅋㅋㅋㅋㅋ띵곡 듣고 그냥 팬이나 하세요!! 재생 다운로드 곡명 비 아티스트명 폴킴 폴킴 앨범명 비 ,0,"15,494",3.7, 2018-10-30
너를 만나,폴킴,진짜 폴킴이 듣보라는 애들은 뭐하는 애들이냐 ㅋㅋㅋㅋ ,0,"15,494",3.7, 2018-10-29
너를 만나,폴킴,폴킴 이제 1위할때 됐지 ,0,"15,494",3.7, 2018-10-29
너를 만나,폴킴,꺅 요즘 폴킴 양다일 같은 가수가 빛을 보는 것 같아서 넘 좋아요ㅎㅎ역시 가을의 힘인가! ,0,"15,494",3.7, 2018-10-29
너를 만나,폴킴,진짜 10년후에도 질리지않고 듣고있을거같다.. ,0,"15,494",3.7, 2019-10-18
너를 만나,폴킴,너를 만나 같은곡이 상을 못받는게 말이 안됨진짜 대상감이다 너를만나는 ,0,"15,494",3.7, 2019-08-01
너를 만나,폴킴,이노래 이번에 들어보네 한승우 누구나 인정하는 꿀 보이스❤솔직히 폴킴도 꿀보이스 너무 좋다ㅠㅠㅠ ,0,"15,494",3.7, 2019-06-08
너를 만나,폴킴,폴킴은 음색이 담백해서 더더 마음을 울려.영어가사 하나 없이 편지같은 이런가사도 너무 좋은 . ,0,"15,494",3.7, 2019-03-18
너를 만나,폴킴,밑에분 동의합니다저렇게 부드럽게 올라가기 굉장히 힘든데그리고 꼭 고음을 잘해야 노래를 잘하는것도아니고 참... ,0,"15,494",3.7, 2018-12-28
너를 만나,폴킴,지금일간차트가 딱좋음ㅇㅇ발라드적절히섞이면서 아이돌그룹 포함되어있는 상태 ,0,"15,494",3.7, 2018-12-08
너를 만나,폴킴,이게 어떻게 사재기라는건지.. 경쟁하는 그룹이봐도 이건 백퍼 사재기아닌데... 노래가 좋을뿐더러 이 시간에는 발라드가 엄청 치고올라오는 시간이기도 하고;; ,0,"15,494",3.7, 2018-11-12
너를 만나,폴킴,또또 자기가수들보다 음원잘나간다고 사재기로몰아간다ㅋㅋ이시간에발라드는 원래쎌수밖에없는데 ,0,"15,494",3.7, 2018-11-12
너를 만나,폴킴,폴킴님이랑 노래 너무 좋아합니다!일간 1위 축하드려요:) ,0,"15,494",3.7, 2018-11-05
너를 만나,폴킴,어차피 저쪽 이용자수 낮아서다운빨로 버티는건데 폴킴님이다시 1위로 올라가실것 같네요. 재생 다운로드 곡명 너를 만나 아티스트명 폴킴 폴킴 앨범명 너를 만나 ,0,"15,494",3.7, 2018-11-05
너를 만나,폴킴,대중픽 안죽었네아직 멜론들을만하다 ,0,"15,494",3.7, 2018-11-05
너를 만나,폴킴,폴킴 사재기?ㅋㅋㅋㅋㅋㅋ뭣도 모르는것들이 씨부리지ㅋㅋㅋㅋ이번에 비올때마다 폴킴노래 매일 역주행한거 모르나사재기는 숀이랑 닐로한테나 가서 해 제발 ㅜㅜㅜㅜ ,0,"15,494",3.7, 2018-11-04
너를 만나,폴킴,폴킴님 비도 되게좋아했었는데 요번에 너를만나라는곡도 되게 좋은것같네요비라는 노래도 그렇고 폴킴님의 노래는 폴킴님만의 감성이 곡에서 느껴지는 것같아요 요번에 나온 노래도 잘듣고 갑니다이런 노래 내주셔서 감사해요 ,0,"15,494",3.7, 2018-11-04
너를 만나,폴킴,왜이렇게 이상한 논리를 들이대시지... 자기가 좋아하는 가수보다 차트 높으면 일단 주작이라 하고 봄;; ,0,"15,494",3.7, 2018-11-04
너를 만나,폴킴,폴킴님 진짜 꾸준히 성장해오신분인데 자기네들 줄세우기 못했다고 리뷰창까지 찾아와서 사제기라고 덮어씌우는거 진짜 보기않좋습니다 제발 그만들좀하세요 보기 부끄러워서 그래요 정말;;; ,0,"15,494",3.7, 2018-11-04
너를 만나,폴킴,"폴킴이왜사재기임,,,폴킴은 음원나오기전부터 기사많이뜨고그랬는데,,,지들이 몰랐었다고 무조건 사재기래ㅋㄱㅋㅋㄱㅋㄱㅜㅠㅠ느무 자기중심적사고,, ",0,"15,494",3.7, 2018-11-03
너를 만나,폴킴,사재기아닌거 같은데 그냥 노래가 좋은데;;이거 듣자마자 너무 좋아서 진짜 하루종일 이노래만 들음 원래 한곡 반복해서 오래 안듣는데 이거는 계속 들음 너무 좋아요 노래.. ,0,"15,494",3.7, 2018-10-31
너를 만나,폴킴,뭔 발라드가 1등만하면 사재기라하네 ㅋㅋ 멜론차트1등은 아이돌만 해야되는거임? ,0,"15,494",3.7, 2018-10-30
너를 만나,폴킴,폴킴이 무슨 사재기야 알고 말해라 ,0,"15,494",3.7, 2018-10-30
너를 만나,폴킴,"평점테러 뭐야,,, 평점 4점은 넘어야하는곡인데 ",0,"15,494",3.7, 2018-12-03
너를 만나,폴킴,캬~~~ 남자아이돌들 뚫고 순위권이라니 너무 자랑스럽다 빌어먹을 멜론차트. 남자아이돌 팬들이 너무해 스밍ㅜㅜㅜ ,0,"15,494",3.7, 2018-12-03
너를 만나,폴킴,폴킴 초야에 묻혀있던 시절 유튜브에서 조회수 5만따리도 안나왔던 비 듣고서는 느꼈었지 아 이분은 무조건 뜨겠구나 ,0,"15,494",3.7, 2018-12-03
너를 만나,폴킴,몇번을 들어도 안 질리는 것같아요 ,0,"15,494",3.7, 2018-11-21
너를 만나,폴킴,이런 명곡이 아이돌 줄세우기 때문에 피해받지 ,0,"15,494",3.7, 2018-11-13
너를 만나,폴킴,진짜 제대로 된 가수가 1위 차지했네..... 누구랑 비교도 안될만큼 ,0,"15,494",3.7, 2018-11-11
